ID,ES Score,OkapiTF Score,TFIDF Score,BM25 Score,Laplace Score,JM Score,Label
58-AP890119-0303,6.908751,0.482674,0.964061,2.979575,-35.416129,0.005696,0
58-AP890209-0113,5.516977,0.78778,0.963943,2.17151,-35.127302,0.044299,0
58-AP890725-0150,5.724796,0.787663,0.9638,2.622841,-34.030538,0.020402,0
58-AP890330-0257,5.70681,0.787621,0.963749,2.462845,-34.568381,0.024506,0
58-AP891103-0200,5.167029,0.787621,0.963749,2.462845,-34.568381,0.024506,0
58-AP890914-0229,5.63931,0.787153,0.963177,2.398298,-34.722303,0.026777,0
58-AP890223-0294,5.771173,0.787152,0.963175,2.577959,-34.212404,0.021275,0
58-AP891122-0065,5.468761,0.786801,0.962746,2.547983,-34.317537,0.021921,0
58-AP890412-0066,5.480939,0.786532,0.962416,2.171122,-35.127308,0.043451,0
58-AP890831-0159,4.586926,0.569447,0.96231,3.395765,-35.129201,0.004686,0
58-AP890406-0191,5.785957,0.786351,0.962195,2.510451,-34.435093,0.022811,0
58-AP890509-0139,5.616647,0.785564,0.961232,2.601616,-34.117348,0.020507,0
58-AP890516-0184,5.192627,0.785519,0.961177,2.307253,-34.904402,0.030794,0
58-AP890609-0067,7.429425,0.568469,0.960657,3.394677,-35.129211,0.004672,0
58-AP890413-0287,5.724796,0.784946,0.960475,2.621606,-34.030579,0.020013,0
58-AP890118-0323,6.908751,0.480572,0.959861,2.977562,-35.416144,0.005636,0
58-AP890118-0186,5.859849,0.78389,0.959184,2.461348,-34.568412,0.023742,0
58-AP890314-0106,5.889754,0.783594,0.958821,2.620989,-34.0306,0.019824,0
58-AP890814-0109,5.65619,0.783594,0.958821,2.620989,-34.0306,0.019824,0
58-AP890304-0113,5.696176,0.783542,0.958758,2.546581,-34.317573,0.021383,0
58-AP890705-0072,4.92443,0.783161,0.958292,2.509118,-34.435124,0.02224,0
58-AP891220-0208,6.460284,0.444435,0.958284,2.909684,-35.416434,0.004713,0
58-AP890324-0173,5.65619,0.78292,0.957997,2.620681,-34.03061,0.019731,0
58-AP890615-0191,5.866407,0.782686,0.95771,2.396595,-34.722335,0.025692,0
58-AP890525-0140,4.833665,0.782686,0.95771,2.396595,-34.722335,0.025692,0
58-AP890726-0074,5.724796,0.782247,0.957173,2.620373,-34.030621,0.019639,0
58-AP891023-0271,5.811143,0.782153,0.957058,2.54598,-34.317589,0.02116,0
58-AP890510-0084,5.866407,0.781946,0.956805,2.396311,-34.72234,0.025519,0
58-AP890904-0053,5.649426,0.781576,0.956352,2.508452,-34.435139,0.021966,0
58-AP890719-0173,6.292208,0.443396,0.956042,2.247093,-35.820833,0.006181,0
58-AP890623-0016,4.00341,0.780961,0.9556,2.575227,-34.212482,0.020331,0
58-AP890822-0091,5.129143,0.780886,0.955508,2.305611,-34.904428,0.029308,0
58-AP890303-0134,5.859849,0.780808,0.955413,2.460102,-34.568438,0.023141,0
58-AP890628-0236,3.0054,0.780309,0.954802,2.54518,-34.31761,0.020871,0
58-AP891029-0071,6.446375,0.477972,0.954669,2.292133,-35.820693,0.007835,0
58-AP890908-0159,5.420717,0.780195,0.954662,2.459853,-34.568443,0.023024,0
58-AP890805-0087,4.774969,0.779997,0.954421,2.507786,-34.435155,0.021698,0
58-AP890310-0214,5.831917,0.779997,0.954421,2.507786,-34.435155,0.021698,0
58-AP891122-0245,4.778609,0.779736,0.9541,2.395461,-34.722355,0.025016,0
58-AP891122-0272,5.652323,0.77939,0.953678,2.54478,-34.31762,0.020729,0
58-AP890814-0026,5.652323,0.779327,0.9536,2.574499,-34.212503,0.020093,0
58-AP890904-0140,5.692862,0.779275,0.953537,2.598778,-34.117436,0.019611,0
58-AP890226-0013,5.795104,0.779048,0.953259,2.304955,-34.904439,0.028753,0
58-AP891106-0089,5.835407,0.779048,0.953259,2.304955,-34.904439,0.028753,0
58-AP890504-0252,5.63931,0.779002,0.953202,2.395178,-34.72236,0.024852,0
58-AP891118-0050,5.08355,0.77836,0.952417,2.459106,-34.568458,0.022681,0
58-AP891229-0142,5.129143,0.778132,0.952139,2.304627,-34.904444,0.028483,0
58-AP890609-0085,0.045105,0.476596,0.951919,2.291338,-35.820698,0.007757,0
58-AP890120-0261,5.677468,0.777538,0.951411,2.394611,-34.722371,0.024532,0
58-AP890811-0003,5.420717,0.777142,0.950926,2.458608,-34.568469,0.022459,0
58-AP890803-0139,5.526392,0.776859,0.95058,2.506456,-34.435186,0.021181,0
58-AP891017-0058,5.526392,0.776338,0.949943,2.506234,-34.435191,0.021098,0
58-AP890823-0087,5.601662,0.776079,0.949626,2.394045,-34.722381,0.02422,0
58-AP891004-0302,5.769595,0.776079,0.949626,2.394045,-34.722381,0.02422,0
58-AP890220-0075,0.46007,0.475227,0.949186,2.290544,-35.820703,0.007681,0
58-AP890925-0091,0.0476,0.475227,0.949186,2.290544,-35.820703,0.007681,0
58-AP890404-0153,6.446375,0.475227,0.949186,2.290544,-35.820703,0.007681,0
58-AP890809-0212,5.805787,0.775321,0.948699,2.457862,-34.568484,0.022133,0
58-AP891130-0221,5.649426,0.775299,0.948672,2.505791,-34.435201,0.020932,0
58-AP891211-0144,6.411385,0.43986,0.948419,2.244779,-35.820848,0.006041,0
58-AP890405-0167,6.292208,0.43986,0.948419,2.244779,-35.820848,0.006041,0
58-AP891129-0205,5.805787,0.774716,0.947958,2.457614,-34.568489,0.022026,0
58-AP891202-0143,5.801509,0.774626,0.947848,2.393479,-34.722391,0.023916,0
58-AP890831-0081,5.795104,0.774491,0.947683,2.303316,-34.904464,0.027454,0
58-AP890201-0287,5.549782,0.774376,0.947542,2.542584,-34.317677,0.019983,0
58-AP890216-0201,5.08355,0.774112,0.947219,2.457365,-34.568495,0.021921,0
58-AP890407-0211,5.468761,0.773746,0.946771,2.505127,-34.435217,0.020689,0
58-AP890104-0077,5.482115,0.773586,0.946575,2.302989,-34.90447,0.027208,0
58-AP890912-0027,6.446375,0.473866,0.946468,2.289751,-35.820709,0.007607,0
58-AP890221-0143,5.218438,0.773229,0.946139,2.504906,-34.435222,0.020609,0
58-AP891011-0228,5.41232,0.773229,0.946139,2.504906,-34.435222,0.020609,0
58-AP891211-0098,5.769595,0.773179,0.946077,2.392913,-34.722402,0.023619,0
58-AP891020-0069,4.778609,0.773179,0.946077,2.392913,-34.722402,0.023619,0
58-AP890607-0154,5.564513,0.773179,0.946077,2.392913,-34.722402,0.023619,0
58-AP890815-0233,6.411385,0.438694,0.945905,2.244009,-35.820854,0.005995,0
58-AP891127-0063,5.789752,0.77253,0.945284,2.632926,-33.950981,0.01811,0
58-AP890303-0150,5.801509,0.772457,0.945194,2.39263,-34.722407,0.023473,0
58-AP890809-0101,5.771173,0.772118,0.944779,2.541586,-34.317703,0.019662,0
58-AP890325-0009,6.249482,0.473017,0.944772,2.970203,-35.416201,0.005426,0
58-AP890418-0121,3.188108,0.771684,0.944248,2.504242,-34.435237,0.020374,0
58-AP891107-0244,5.56661,0.771655,0.944213,2.571049,-34.212601,0.019036,0
58-AP890615-0239,5.724796,0.771285,0.94376,2.595115,-34.117549,0.018564,0
58-AP890907-0009,5.795087,0.771256,0.943724,2.570867,-34.212606,0.018984,0
58-AP890828-0201,5.795087,0.771256,0.943724,2.570867,-34.212606,0.018984,0
58-AP890602-0168,6.17738,0.437534,0.943404,2.243239,-35.820859,0.005951,0
58-AP890217-0005,5.716146,0.770883,0.943268,2.302007,-34.904485,0.026497,0
58-AP890722-0092,5.324392,0.770331,0.942592,2.614836,-34.030807,0.018116,0
58-AP891011-0172,6.249482,0.471669,0.942079,2.968869,-35.416212,0.00539,0
58-AP890830-0023,5.08355,0.769314,0.941348,2.455379,-34.568536,0.021112,0
58-AP890818-0219,6.702803,0.55699,0.941258,3.38167,-35.129335,0.004517,0
58-AP890518-0244,6.642526,0.471168,0.941079,2.288166,-35.820719,0.007463,0
58-AP890829-0180,5.067192,0.769092,0.941076,2.301353,-34.904496,0.026043,0
58-AP890828-0137,5.3154,0.768867,0.940801,2.56978,-34.212637,0.018675,0
58-AP890511-0074,5.08355,0.768719,0.94062,2.455131,-34.568541,0.021015,0
58-AP890827-0004,4.778609,0.768154,0.939929,2.390935,-34.722438,0.022637,0
58-AP890310-0140,5.752714,0.768124,0.939892,2.454883,-34.568546,0.020919,0
58-AP890208-0211,5.771891,0.768055,0.939808,2.613762,-34.030843,0.017847,0
58-AP891207-0097,5.750603,0.767707,0.939382,2.593453,-34.117601,0.018124,0
58-AP891028-0060,5.769595,0.767442,0.939057,2.390653,-34.722443,0.022503,0
58-AP891122-0248,5.167029,0.767442,0.939057,2.390653,-34.722443,0.022503,0
58-AP890314-0100,5.530292,0.767309,0.938895,2.300699,-34.904506,0.025605,0
58-AP890414-0121,5.392871,0.767088,0.938624,2.164932,-35.12739,0.03327,0
58-AP890922-0097,5.154325,0.767085,0.938621,2.502252,-34.435284,0.019698,0
58-AP891107-0275,6.411385,0.435233,0.938442,2.241702,-35.820869,0.005863,0
58-AP890304-0039,5.752714,0.766937,0.93844,2.454387,-34.568557,0.020729,0
58-AP890510-0208,5.564513,0.766731,0.938187,2.390371,-34.722448,0.022371,0
58-AP891108-0094,5.757997,0.765904,0.937176,2.164546,-35.127396,0.03279,0
58-AP890621-0161,5.434771,0.765534,0.936723,2.300046,-34.904516,0.025181,0
58-AP890504-0081,5.253296,0.765312,0.936452,2.389807,-34.722459,0.022111,0
58-AP890308-0238,5.616647,0.765311,0.93645,2.56815,-34.212684,0.018229,0
58-AP890813-0066,5.692862,0.765311,0.93645,2.56815,-34.212684,0.018229,0
58-AP890508-0097,0.374972,0.765164,0.936271,2.453643,-34.568572,0.020452,0
58-AP890918-0082,5.752714,0.765164,0.936271,2.453643,-34.568572,0.020452,0
58-AP890105-0103,6.32192,0.4685,0.93575,2.286583,-35.820729,0.007324,0
58-AP890904-0038,0.0476,0.4685,0.93575,2.286583,-35.820729,0.007324,0
58-AP890809-0089,5.752714,0.764575,0.93555,2.453395,-34.568577,0.020361,0
58-AP890727-0080,5.599161,0.764554,0.935524,2.501149,-34.43531,0.019342,0
58-AP890518-0060,5.41232,0.76405,0.934907,2.500928,-34.435315,0.019272,0
58-AP890629-0204,5.56661,0.763741,0.934529,2.567426,-34.212704,0.018039,0
58-AP890908-0123,5.724796,0.76335,0.93405,2.567246,-34.21271,0.017991,0
58-AP890309-0281,5.70681,0.763195,0.93386,2.388961,-34.722474,0.021733,0
58-AP891119-0019,7.119754,0.614785,0.933823,3.790847,-34.725018,0.005105,0
58-AP890608-0248,5.501266,0.762959,0.933572,2.567065,-34.212715,0.017945,0
58-AP891018-0115,6.446375,0.467178,0.933109,2.285792,-35.820734,0.007257,0
58-AP890830-0122,6.202179,0.467178,0.933109,2.285792,-35.820734,0.007257,0
58-AP891222-0292,5.599161,0.762541,0.93306,2.500266,-34.435331,0.019066,0
58-AP890903-0031,5.769595,0.762491,0.933,2.388679,-34.72248,0.02161,0
58-AP890425-0097,5.757997,0.762376,0.932859,2.16339,-35.127411,0.031431,0
58-AP890928-0092,5.731775,0.762376,0.932859,2.16339,-35.127411,0.031431,0
58-AP890819-0035,5.752714,0.762228,0.932677,2.452405,-34.568598,0.020005,0
58-AP890517-0207,5.482115,0.762009,0.93241,2.298741,-34.904537,0.024375,0
58-AP890709-0068,5.218438,0.761643,0.931962,2.452157,-34.568603,0.019918,0
58-AP890218-0005,5.649426,0.761643,0.931962,2.452157,-34.568603,0.019918,0
58-AP890424-0050,5.716146,0.761133,0.931338,2.298414,-34.904542,0.024181,0
58-AP891011-0024,5.70681,0.761089,0.931284,2.388116,-34.72249,0.021368,0
58-AP890612-0256,5.56661,0.761022,0.931202,2.536612,-34.317832,0.018199,0
58-AP890602-0103,6.446375,0.465863,0.930482,2.285002,-35.82074,0.007191,0
58-AP891127-0246,5.724796,0.760233,0.930236,2.5658,-34.212751,0.017623,0
58-AP890322-0296,5.652323,0.760148,0.930133,2.536215,-34.317842,0.018092,0
58-AP890805-0068,5.324429,0.760042,0.930003,2.16262,-35.127422,0.030587,0
58-AP891002-0308,5.41232,0.760039,0.93,2.499164,-34.435356,0.018733,0
58-AP890223-0173,5.284166,0.759894,0.929822,2.451415,-34.568619,0.019662,0
58-AP890316-0084,5.599161,0.759541,0.92939,2.498944,-34.435362,0.018667,0
58-AP891005-0204,5.696176,0.759541,0.92939,2.498944,-34.435362,0.018667,0
58-AP890324-0064,5.645375,0.758994,0.928721,2.387271,-34.722505,0.021015,0
58-AP891108-0088,5.420717,0.758994,0.928721,2.387271,-34.722505,0.021015,0
58-AP891221-0234,6.17738,0.430702,0.928673,2.238633,-35.82089,0.005696,0
58-AP890214-0243,6.066667,0.430702,0.928673,2.238633,-35.82089,0.005696,0
58-AP890717-0215,6.292208,0.430702,0.928673,2.238633,-35.82089,0.005696,0
58-AP890413-0257,5.56661,0.758841,0.928533,2.535619,-34.317858,0.017933,0
58-AP890306-0312,5.696176,0.758546,0.928173,2.498503,-34.435372,0.018538,0
58-AP891020-0325,5.716146,0.758517,0.928136,2.297437,-34.904558,0.023619,0
58-AP891117-0150,4.92443,0.758154,0.927692,2.450674,-34.568634,0.019412,0
58-AP890301-0301,5.652323,0.75805,0.927565,2.498283,-34.435377,0.018474,0
58-AP890923-0040,4.437253,0.46439,0.92754,2.961553,-35.416269,0.005198,0
58-AP890527-0007,3.856218,0.757539,0.926939,2.535024,-34.317874,0.017777,0
58-AP890517-0087,5.65619,0.757141,0.926453,2.564356,-34.212792,0.01727,0
58-AP890821-0122,4.70359,0.757059,0.926353,2.497843,-34.435388,0.018347,0
58-AP890811-0139,5.41232,0.757059,0.926353,2.497843,-34.435388,0.018347,0
58-AP890323-0291,5.406736,0.756673,0.92588,2.534627,-34.317884,0.017674,0
58-AP890203-0115,6.471792,0.463467,0.925698,3.285304,-35.129585,0.004755,0
58-AP890604-0044,5.030712,0.756372,0.925512,2.563995,-34.212803,0.017184,0
58-AP891121-0257,5.56661,0.756241,0.925351,2.534429,-34.317889,0.017623,0
58-AP890208-0074,5.652323,0.756241,0.925351,2.534429,-34.317889,0.017623,0
58-AP891105-0002,5.491674,0.75622,0.925326,2.386146,-34.722526,0.020562,0
58-AP890904-0111,5.357032,0.756071,0.925144,2.497403,-34.435398,0.018223,0
58-AP890812-0059,5.56661,0.755809,0.924823,2.534231,-34.317894,0.017573,0
58-AP890922-0247,3.59208,0.608692,0.924331,3.782803,-34.725101,0.00502,0
58-AP890803-0232,5.549782,0.755085,0.923938,2.496963,-34.435408,0.018099,0
58-AP891108-0098,6.066667,0.428472,0.923864,2.237101,-35.8209,0.005616,0
58-AP890223-0301,6.066667,0.428472,0.923864,2.237101,-35.8209,0.005616,0
58-AP890424-0047,5.491674,0.75484,0.923638,2.385583,-34.722536,0.020343,0
58-AP890830-0174,5.491674,0.75484,0.923638,2.385583,-34.722536,0.020343,0
58-AP890809-0299,4.620715,0.75484,0.923638,2.385583,-34.722536,0.020343,0
58-AP891221-0152,5.796524,0.428331,0.923561,2.891675,-35.416579,0.00436,0
58-AP890119-0098,5.696176,0.754594,0.923336,2.496743,-34.435413,0.018039,0
58-AP890815-0047,5.501266,0.754594,0.923336,2.496743,-34.435413,0.018039,0
58-AP890517-0144,5.68004,0.754269,0.922938,2.160697,-35.127447,0.028662,0
58-AP891126-0085,5.616647,0.754075,0.922701,2.562913,-34.212834,0.016931,0
58-AP891129-0147,6.32192,0.461961,0.92269,2.282634,-35.820755,0.007,0
58-AP890818-0234,5.696176,0.753612,0.922135,2.496303,-34.435424,0.017918,0
58-AP891015-0069,5.752714,0.753551,0.92206,2.448698,-34.568676,0.018776,0
58-AP890822-0078,5.677468,0.753338,0.921799,2.295483,-34.904589,0.022569,0
58-AP890621-0057,5.70579,0.753124,0.921538,2.160313,-35.127453,0.028306,0
58-AP890429-0055,5.68004,0.753124,0.921538,2.160313,-35.127453,0.028306,0
58-AP890508-0275,6.17738,0.427365,0.921478,2.236337,-35.820905,0.005577,0
58-AP890624-0058,5.856737,0.427365,0.921478,2.236337,-35.820905,0.005577,0
58-AP890429-0101,5.491674,0.75278,0.921117,2.384741,-34.722552,0.020023,0
58-AP890225-0105,5.616647,0.752373,0.920618,2.532646,-34.317936,0.017179,0
58-AP890504-0156,5.324429,0.751984,0.920142,2.159929,-35.127458,0.027959,0
58-AP890310-0173,5.70579,0.751984,0.920142,2.159929,-35.127458,0.027959,0
58-AP890414-0197,5.649426,0.751839,0.919965,2.447958,-34.568691,0.018549,0
58-AP890706-0195,4.70359,0.751656,0.919741,2.495424,-34.435444,0.017681,0
58-AP891021-0085,4.778609,0.751627,0.919706,2.294833,-34.904599,0.02224,0
58-AP890417-0089,5.154325,0.751519,0.919573,2.53225,-34.317946,0.017083,0
58-AP890427-0138,4.162284,0.751169,0.919145,2.495205,-34.43545,0.017623,0
58-AP890418-0245,5.696176,0.751169,0.919145,2.495205,-34.43545,0.017623,0
58-AP891017-0137,5.677468,0.750774,0.918663,2.294508,-34.904604,0.022079,0
58-AP890922-0205,5.420717,0.750731,0.91861,2.383898,-34.722568,0.019713,0
58-AP890809-0256,5.56661,0.750666,0.91853,2.531854,-34.317956,0.016988,0
58-AP890720-0150,6.371074,0.459873,0.918518,2.956916,-35.416305,0.005083,0
58-AP890422-0106,5.224962,0.749713,0.917363,2.159161,-35.127468,0.02729,0
58-AP890531-0258,5.549782,0.74971,0.91736,2.494546,-34.435465,0.017451,0
58-AP890309-0273,5.48346,0.749392,0.916971,2.531261,-34.317972,0.016848,0
58-AP890306-0244,5.677468,0.749075,0.916583,2.293858,-34.904615,0.021764,0
58-AP890107-0112,5.601662,0.749075,0.916583,2.293858,-34.904615,0.021764,0
58-AP890518-0211,5.218438,0.749004,0.916496,2.446725,-34.568717,0.018181,0
58-AP890127-0130,5.224962,0.748582,0.91598,2.158777,-35.127473,0.026967,0
58-AP890208-0059,5.468761,0.747875,0.915115,2.446233,-34.568727,0.018039,0
58-AP891230-0087,5.468761,0.747875,0.915115,2.446233,-34.568727,0.018039,0
58-AP890416-0008,6.446375,0.458125,0.915027,2.280272,-35.820771,0.006819,0
58-AP890519-0055,4.800459,0.747699,0.914899,2.53047,-34.317992,0.016665,0
58-AP890918-0098,5.257702,0.747455,0.914601,2.158394,-35.127479,0.026652,0
58-AP890616-0081,5.856737,0.42408,0.914394,2.234045,-35.820921,0.005463,0
58-AP890725-0251,6.17738,0.42408,0.914394,2.234045,-35.820921,0.005463,0
58-AP890310-0147,5.856737,0.42408,0.914394,2.234045,-35.820921,0.005463,0
58-AP890808-0170,5.434771,0.746541,0.913482,2.292884,-34.90463,0.021308,0
58-AP890722-0059,4.376479,0.746434,0.913352,2.529877,-34.318008,0.01653,0
58-AP890703-0298,5.677468,0.7457,0.912453,2.292559,-34.904635,0.02116,0
58-AP890929-0048,5.63931,0.7457,0.912453,2.292559,-34.904635,0.02116,0
58-AP891210-0075,5.652323,0.745369,0.912048,2.492572,-34.435512,0.016955,0
58-AP891115-0187,5.649426,0.745069,0.911682,2.445002,-34.568753,0.017691,0
58-AP890903-0073,4.778609,0.744861,0.911427,2.292235,-34.904641,0.021015,0
58-AP891012-0319,5.197744,0.744755,0.911297,2.529087,-34.318029,0.016354,0
58-AP890504-0199,5.08355,0.744651,0.91117,2.381375,-34.722614,0.018838,0
58-AP890816-0172,4.848548,0.744511,0.910998,2.444756,-34.568758,0.017623,0
58-AP890114-0123,4.848548,0.743953,0.910316,2.44451,-34.568764,0.017556,0
58-AP890206-0065,5.845272,0.577249,0.910142,3.718172,-34.725556,0.004602,0
58-AP891202-0026,6.08689,0.455602,0.909989,2.2787,-35.820781,0.006703,0
58-AP891212-0051,6.32192,0.455602,0.909989,2.2787,-35.820781,0.006703,0
58-AP890908-0257,5.65619,0.743534,0.909804,2.557877,-34.212978,0.015843,0
58-AP891213-0216,5.959854,0.421918,0.909732,2.23252,-35.820931,0.00539,0
58-AP890426-0287,6.292208,0.421918,0.909732,2.23252,-35.820931,0.00539,0
58-AP890801-0138,6.17738,0.421918,0.909732,2.23252,-35.820931,0.00539,0
58-AP890607-0167,6.249482,0.455443,0.909671,2.952294,-35.416341,0.004974,0
58-AP891128-0224,4.91289,0.743082,0.909251,2.528298,-34.318049,0.016181,0
58-AP891030-0301,5.652323,0.742978,0.909123,2.491477,-34.435538,0.016691,0
58-AP890110-0033,6.249482,0.454818,0.908421,2.951635,-35.416346,0.004959,0
58-AP890701-0011,5.402755,0.742053,0.907991,2.557159,-34.212999,0.015699,0
58-AP890616-0230,5.197744,0.742027,0.907959,2.491039,-34.435548,0.016588,0
58-AP890511-0055,5.501266,0.742027,0.907959,2.491039,-34.435548,0.016588,0
58-AP890416-0038,6.202179,0.454352,0.907491,2.277915,-35.820786,0.006647,0
58-AP890117-0241,6.066667,0.420845,0.907418,2.231758,-35.820936,0.005354,0
58-AP891223-0013,5.645375,0.740652,0.906276,2.379696,-34.722645,0.018297,0
58-AP890323-0206,5.41232,0.740624,0.906242,2.443036,-34.568795,0.017163,0
58-AP890816-0132,5.589209,0.740209,0.905734,2.556263,-34.213025,0.015522,0
58-AP890504-0064,4.774969,0.740072,0.905566,2.44279,-34.5688,0.017099,0
58-AP890111-0213,6.17738,0.419777,0.905117,2.230997,-35.820942,0.005318,0
58-AP890310-0295,5.629231,0.73966,0.905063,2.155713,-35.127515,0.024638,0
58-AP890407-0318,6.202179,0.453108,0.905006,2.27713,-35.820791,0.006592,0
58-AP891110-0171,6.08689,0.453108,0.905006,2.27713,-35.820791,0.006592,0
58-AP891109-0037,5.700602,0.73952,0.904892,2.442544,-34.568805,0.017035,0
58-AP890508-0042,1.535065,0.739186,0.904483,2.489726,-34.435579,0.016286,0
58-AP890523-0169,5.501266,0.739186,0.904483,2.489726,-34.435579,0.016286,0
58-AP891227-0122,5.154325,0.73897,0.904219,2.442299,-34.56881,0.016972,0
58-AP890627-0239,5.420717,0.738668,0.903849,2.378857,-34.722661,0.018039,0
58-AP891129-0034,3.288054,0.738668,0.903849,2.378857,-34.722661,0.018039,0
58-AP890830-0081,5.192627,0.73856,0.903717,2.155331,-35.12752,0.024375,0
58-AP890824-0163,5.63931,0.738216,0.903295,2.289643,-34.904682,0.019918,0
58-AP890203-0058,12.799854,1.198194,1.993353,4.537356,-34.721033,0.031431,1
58-AP890303-0148,13.005521,1.296582,1.994209,5.927193,-32.826926,0.024975,1
58-AP890303-0195,10.865814,1.024,1.582793,4.140746,-34.721738,0.016253,1
58-AP890304-0154,13.156004,1.347028,2.122171,6.129882,-32.826647,0.024735,1
58-AP890305-0020,9.678497,0.998979,1.479879,4.436761,-34.212041,0.015242,1
58-AP890305-0021,13.774489,1.281442,2.198003,5.331172,-34.028239,0.042634,1
58-AP890305-0078,12.82691,1.460663,2.352362,6.542442,-32.356736,0.030616,1
58-AP890306-0131,10.136787,1.037477,1.491249,5.355119,-32.648511,0.017388,1
58-AP890307-0251,13.048246,1.398175,2.228374,5.760786,-33.518003,0.03239,1
58-AP890307-0259,8.431561,0.900653,1.245726,4.51485,-33.340646,0.014178,1
58-AP890307-0283,9.863693,1.004605,1.46233,5.306598,-32.935615,0.014415,1
58-AP890308-0160,13.854213,1.475547,2.376332,6.551633,-32.356571,0.032096,1
58-AP890308-0236,9.615844,1.091355,1.546614,4.756196,-33.257657,0.027416,1
58-AP890308-0263,7.687231,1.264212,2.010155,5.680885,-33.518904,0.021181,1
58-AP890310-0297,9.311053,0.858692,1.317894,4.033648,-34.72268,0.009922,1
58-AP890314-0184,14.058717,1.48726,2.352375,6.428706,-32.420726,0.03614,1
58-AP890315-0279,12.296349,1.418851,2.272741,6.43446,-32.490382,0.027569,1
58-AP890318-0056,5.731775,0.753124,0.921538,2.160313,-35.127453,0.028306,1
58-AP890322-0327,12.611661,1.421998,2.206035,6.017186,-32.825705,0.036916,1
58-AP890329-0218,10.096847,1.112478,1.6645,4.515822,-34.211264,0.021733,1
58-AP890425-0123,14.053296,1.480107,2.317458,5.517863,-33.622628,0.057247,1
58-AP890601-0176,14.088719,1.451353,2.298372,5.873009,-33.335609,0.038643,1
58-AP890602-0100,13.979155,1.431871,2.266143,5.862309,-33.335734,0.035896,1
58-AP890616-0073,12.025698,1.254322,1.900402,4.594897,-34.210519,0.036946,1
58-AP890620-0180,14.968262,1.586392,2.506101,6.528481,-32.237691,0.053993,1
58-AP890621-0061,14.454821,1.483991,2.352447,6.555067,-32.171928,0.033889,1
58-AP890621-0158,12.809109,1.293563,2.034197,6.091256,-32.827206,0.021335,1
58-AP890628-0049,12.494,1.258308,1.930227,5.448557,-33.470031,0.024975,1
58-AP890628-0255,12.225088,1.259541,1.942076,5.875491,-32.932452,0.021949,1
58-AP890704-0085,12.868499,1.422487,2.179571,6.3348,-31.962539,0.039281,1
58-AP890705-0051,12.046082,1.353382,2.081784,5.989265,-32.731202,0.030367,1
58-AP890705-0137,11.940233,1.208843,1.883416,5.769784,-33.183684,0.018375,1
58-AP890710-0178,13.739751,1.428636,2.300783,6.001262,-33.295057,0.033148,1
58-AP890710-0250,14.189528,1.519437,2.464722,6.693005,-32.133448,0.036435,1
58-AP890711-0047,13.786821,1.471798,2.29687,6.308089,-32.420685,0.039244,1
58-AP890711-0262,13.775185,1.43325,2.276531,6.14416,-32.959133,0.032096,1
58-AP890712-0056,15.245017,1.62904,2.634168,6.946336,-31.552609,0.050333,1
58-AP890712-0212,14.774106,1.554113,2.457286,6.491152,-32.324899,0.046669,1
58-AP890713-0014,12.852769,1.370401,2.18305,6.432856,-32.373488,0.023937,1
58-AP890717-0208,12.438469,1.337995,2.009022,5.662322,-32.777225,0.04109,1
58-AP890717-0232,12.822432,1.314017,2.007899,5.973869,-32.644791,0.02774,1
58-AP890718-0132,12.608242,1.35071,2.085226,5.967989,-32.826368,0.029308,1
58-AP890718-0250,13.775185,1.464636,2.307051,6.239213,-32.707974,0.036181,1
58-AP890720-0108,10.788296,1.114291,1.729058,4.187231,-34.721344,0.02224,1
58-AP890722-0107,7.408715,0.742786,1.099929,4.097091,-34.436974,0.00729,1
58-AP890724-0104,9.845873,0.95322,1.406503,4.399946,-34.212414,0.013339,1
58-AP890726-0152,14.91872,1.522135,2.492175,6.591694,-32.420375,0.040879,1
58-AP890727-0201,9.233435,1.456719,2.398211,6.150604,-33.181624,0.039426,1
58-AP890730-0034,6.134007,0.881586,1.078726,2.679082,-33.949336,0.049094,1
58-AP890801-0053,14.080709,1.478593,2.330417,6.247806,-32.70785,0.037996,1
58-AP890805-0117,13.721521,1.447614,2.331347,6.244662,-32.930941,0.03237,1
58-AP890806-0058,13.8713,1.526891,2.392942,6.053667,-32.930113,0.054103,1
58-AP890811-0120,5.58525,0.835268,1.022051,2.597988,-34.21184,0.032172,1
58-AP890815-0112,11.620596,1.206515,1.795335,5.528802,-32.932556,0.025246,1
58-AP890817-0129,12.977852,1.346581,2.051106,6.022787,-32.490557,0.032353,1
58-AP890826-0089,8.306995,0.812237,1.166379,4.317434,-34.032254,0.009291,1
58-AP890914-0102,12.494,1.255886,1.941459,5.391942,-33.623944,0.024154,1
58-AP891003-0143,11.010136,1.264402,1.851024,5.639298,-32.326834,0.040391,1
58-AP891005-0067,13.438144,1.498053,2.436948,6.463143,-32.643363,0.037218,1
58-AP891005-0187,12.443842,1.256922,2.070086,5.926664,-33.337028,0.020659,1
58-AP891008-0046,6.01971,0.963123,1.51206,4.98546,-34.030806,0.010775,1
58-AP891009-0037,6.249482,1.019452,1.602737,5.032755,-34.03032,0.012396,1
58-AP891010-0168,12.537209,1.217813,1.914489,5.725086,-33.337369,0.018586,1
58-AP891011-0069,12.537209,1.221265,1.920124,5.72763,-33.337338,0.018757,1
58-AP891015-0049,11.124392,1.224357,2.048299,6.089772,-33.050328,0.019511,1
